position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,hasPaidProductPlacement,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
228,UCMSVi0UkkJgArtYWRRg68Zw,"Brasil Show Oficial ",Y-oiSDeGG28,2025-09-30T00:03:37Z,"2025-09-30 00:03:37","Google Censura? Liberdade de Expressão em Debate! #shorts","O Google mantém sua posição contra governos que tentam influenciar a moderação de conteúdo. A empresa se baseia na liberdade de expressão para defender suas políticas e resistir a pressões externas. #Google #moderação #liberdade #expressão #governo",,22,"People & Blogs","Politics,Society",PT24S,24,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/Y-oiSDeGG28/maxresdefault.jpg,,,,,,4396,226,,0,2
229,UCJGbT1VooqmR6HpHn5Ce5Vw,CORTES-interessantes,UEY9-yRLZz4,2025-10-07T01:44:40Z,"2025-10-07 01:44:40","Liberdade de Expressão #podcast #podcastdf #inteligencialtda",,"#podcast,#shortsclip.,#shortscraft.,#youtube.,#subscribe.,#shortsadoptme.,#shortsanity.,#shorts",24,Entertainment,Music,PT23S,23,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/UEY9-yRLZz4/maxresdefault.jpg,,,,,,4373,61,,0,0
230,UCL2jy-jsP1V1AKV9T7-gerw,"CHAD DE DIREITA",ggehLiGTPr0,2026-04-02T09:00:56Z,"2026-04-02 09:00:56","Comitê dos EUA acusa Moraes de violar liberdade de expressão em caso envolvendo Monark","O Comitê Judiciário da Câmara dos EUA apontou possíveis violações à liberdade de expressão em decisões do ministro Alexandre de Moraes que envolvem a remoção de conteúdos ligados a Monark. O caso levanta questionamentos sobre os limites da jurisdição brasileira e o impacto dessas ordens em plataformas e usuários fora do país. O tema já repercute internacionalmente e divide opiniões. #AlexandreDeMoraes #Monark #LiberdadeDeExpressão #EUA #Brasil #Política #Censura #RedesSociais #Justiça","shorts,política,Moraes,Alexandre de Moraes,notícias política",22,"People & Blogs","Politics,Society",PT6S,6,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/ggehLiGTPr0/maxresdefault.jpg,1,,,,,7473,71,,0,2
231,UCgwcuts-Mx4nOKb1d1vY39w,"Paulo Figueiredo Show",plPuRu0r3rg,2023-05-24T11:00:42Z,"2023-05-24 11:00:42","A CONSTITUIÇÃO PROTEGE A LIBERDADE DE EXPRESSÃO! #shorts","#shorts Comunidade do Locals Paulo Figueiredo: - http://realpfigueiredo.locals.com Siga-me também no Rumble: - https://rumble.com/c/REALPFIGUEIREDO Conheça os meus cursos e me siga nas redes sociais: - https://linktr.ee/realpfigueiredo #euabr #euabrasil #politicaamericana #direita #california #brasil #politicaeua #acaradariqueza #bolsonaro #santabarbara #politicadireita #bolsonaro2018 #bolsonaropresidente #conservador #bolsonaropresidente2018 #mito #politica #bolsas #jairbolsonaro #reenvioparavocê #elesim #reenviodecompras #eleições2018 #redirecionamento #eduardobolsonaro #liberdadedeexpressao #jornalismo #jovempan #politicainternacional #brasileirosnoseua",,22,"People & Blogs","Politics,Society",PT1M,60,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/plPuRu0r3rg/maxresdefault.jpg,1,,,,,2031,665,,0,10
232,UC-0Iji1E4yOOwgzeh8opnKA,"HFNew Atualidades",BeTcwE-teXg,2026-04-28T17:15:09Z,"2026-04-28 17:15:09","Alexandre Ramagem critica PF e STF: um alerta sobre a liberdade em risco! 🚨","Alexandre Ramagem expressa sua indignação sobre a transformação da Polícia Federal, que perdeu credibilidade e agora é vista como uma ferramenta de arbitrariedade, refletindo um Estado autoritário. A crítica direta ao STF revela um clima de descontentamento com as instituições que deveriam garantir a liberdade de expressão e opinião. 🚨 💬 O que você pensa sobre essa situação? Acredite que a liberdade de expressão ainda é respeitada no Brasil? 🔗 INSCREVA-SE NO CANAL: https://www.youtube.com/channel/UC-0Iji1E4yOOwgzeh8opnKA 🇺🇸 English: Alexandre Ramagem criticizes the decline of the Federal Police and its impact on freedom of expression in Brazil. #curiosidade #politica #liberdade #sociedade #direitos",,24,Entertainment,"Politics,Society",PT5S,5,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/BeTcwE-teXg/maxresdefault.jpg,1,,,,,10870,120,,0,2
233,UCzNOpGcjptkL9lGMiZrHDAg,"Canal do Sorrilha",4ZdZWV93Dr4,2022-02-18T14:45:13Z,"2022-02-18 14:45:13","LIBERDADE DE EXPRESSÃO NOS EUA - A PRIMEIRA EMENDA","Nas últimas semanas, muito se discutiu no Brasil a respeito de Liberdade de Expressão, principalmente no que diz respeito à existência de limites para a emissão de opiniões políticas. Para os defensores da existência de uma ampla liberdade de expressão, os EUA é tido como um modelo, principalmente por conta da Primeira Emenda à Constituição. Mas afinal de contas, o que diz a famigerada primeira emenda à Constituição dos EUA, qual o seu contexto e o significado na época de sua criação e como ela foi interpretada ao longo do tempo? Confira o vídeo. Siga minhas redes sociais Instagram @canaldosorrilha TikTok @marcossorrilha1 Twitter @m_sorrilha Blocos: 00:00 - 01:23 Apresentação 01:23 - 05:18 Contexto Histórico 05:18 - 07:30 A Primeira Emenda 07:30 - 09:56 O Papel da Suprema Corte 09:56 - 13:01 O que não é liberdade de expressão? 13:01 - 14:21 Considerações Finais Referências: Common Interpretation - Freedom of Speech and the Press https://constitutioncenter.org/interactive-constitution/interpretation/amendment-i/interps/266 TAYLOR, Alan. American Revolutions: A Continental History, 1750-1804, W.W & Norton Company, 2016. A Emenda Constitucional nº 1 à Constituição Americana e um Caso Concreto https://jus.com.br/artigos/83357/a-emenda-constitucional-n-1-a-constituicao-americana-e-um-caso-concreto #LiberdadeDeExpressão #PrimeiraEmenda #Constituição","Monark,Flow,Primeira Emenda,Constituição dos EUA,O que diz a primeira emenda dos Estados Unidos?,O que é liberdade de expressão?,História dos EUA,Política,Liberalismo,Federalismo,Anti Federalismo,Direito,Direito Constitucional,justiça",27,Education,"Knowledge,Politics",PT14M22S,862,2d,hd,false,pt,pt-BR,https://i.ytimg.com/vi/4ZdZWV93Dr4/maxresdefault.jpg,1,,,,,1932,165,,0,19
234,UC35F6ktZodINwjQZjuwLcjg,Observador,ksbmWUSh84o,2026-04-21T08:03:44Z,"2026-04-21 08:03:44","O Estado e a multa por violar liberdade de expressão | E o Vencedor é…","Notas de 0 a 20 aos protagonistas da atualidade política. Comentários de José Manuel Fernandes, Paulo Ferreira, Bruno Vieira Amaral e Alexandra Machado.","E O Vencedor É,Rádio Observador,Política,Liberdade de Expressão,Comentário",25,"News & Politics","Politics,Society",PT19M29S,1169,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/ksbmWUSh84o/maxresdefault.jpg,1,,,,,1898,74,,0,2
235,UCzK1x5OclwqQYxCP4WysZTw,"Mais Liberdade",P187c6znUnk,2022-03-10T21:05:51Z,"2022-03-10 21:05:51","Excerto da apresentação ""Liberdade de Expressão"" de Rui Sinel de Cordes no evento +Ideias","🎤 Excerto da intervenção de Rui Sinel de Cordes (Humorista), com a temática ""Liberdade de Expressão"", no evento do 1.º aniversário do Instituto +Liberdade (+Ideias: Desafios para Portugal). 👉 Vejam na íntegra em https://youtu.be/qm1D0O-rX9U?t=25553 #QueroMaisLiberdade",,24,Entertainment,"Humour,Politics,Society",PT1M54S,114,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/P187c6znUnk/maxresdefault.jpg,,,,,,1839,47,,0,1
236,UCsA6aDFnKlTp8u1i8ymM_iQ,"Roberto Mohamed",xON5lJVBz6s,2024-05-08T13:59:54Z,"2024-05-08 13:59:54","Liberdade de expressão x Aniversário de Golpe Militar?",,,22,"People & Blogs","Politics,Society",PT19S,19,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/xON5lJVBz6s/maxresdefault.jpg,,,,,,1868,43,,0,11
237,UC3Qj3rrFXQqOuobSEug98KQ,"Canal Spark",R8j15vwZ3A8,2025-06-09T02:35:18Z,"2025-06-09 02:35:18","LIBERDADE DE EXPRESSÃO ou DISCRIMINAÇÃO? CASO LÉO LINS PART 2 #comedia #standup #piadas #crime","SERÁ QUE O HUMOR PASSOU DOS LIMITES? LÉO LINS está sendo ACUSADO com base na LEI 7.716, que trata de RACISMO, INJÚRIA RACIAL e PRECONCEITO. A PIADA pode mesmo levar alguém pra CADEIA? E O QUE PAULO FREIRE TEM A VER COM ESSA HISTÓRIA? #comedia #standup #standupcomedy #crime #piadas #shorts #política","leo lins,piadas,comedia,crime,politica,lei,paulo freire,stand up,stand up comedy",22,"People & Blogs","Humour,Society",PT50S,50,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/R8j15vwZ3A8/maxresdefault.jpg,1,,,,,3503,41,,0,5
238,UC0diOOgSE593K4CFwqJjKFA,"Sem Make Nem Fake",6fRhy4gijYQ,2025-08-24T15:30:05Z,"2025-08-24 15:30:05","Liberdade de Expressão EUA vs Brasil e Extraterritorialidade #shorts #paulofigueiredo #leimagnitsky","Liberdade de Expressão: EUA vs. Brasil e Extraterritorialidade Neste vídeo, o apresentador explica por que suas ações e as de Eduardo Bolsonaro estão fora do alcance da justiça brasileira. A análise se aprofunda nos princípios de extraterritorialidade e na Primeira Emenda da Constituição dos EUA, que garante a liberdade de expressão e o direito de peticionar ao governo. O vídeo argumenta que, por estarem sob jurisdição americana, eles estão amparados pela lei local, mesmo ao se manifestarem sobre questões brasileiras. Liberdade de Expressão, Extraterritorialidade, EUA vs Brasil, Primeira Emenda, Eduardo Bolsonaro, jurisdição, petição ao governo #LiberdadeDeExpressao #Extraterritorialidade #EUAxBrasil #PrimeiraEmenda #PoliticaBR #EduardoBolsonaro","Liberdade de Expressão,Extraterritorialidade,EUA vs Brasil,Primeira Emenda,Eduardo Bolsonaro,jurisdição,petição ao governo",22,"People & Blogs","Politics,Society",PT1M7S,67,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/6fRhy4gijYQ/maxresdefault.jpg,,,,,,3378,531,,0,2
239,UCpVctzTrehzBjRsbJUYTMkQ,"Isto é o Povo a Falar ",q4h415Ct_tM,2026-02-05T06:00:57Z,"2026-02-05 06:00:57","António Jorge Nogueira - Liberdade de expressão ""a prazo""","Os dilemas da liberdade de expressão e pensamento são acentuados com uma comunicação social instrumentalizada bem como o espectro sempre presente da censura e cancelamento. Haverá mudanças num futuro próximo?","liberdade de expressão,discursos de ódio à direita e à esquerda,a IA para o bem e o mal,pessoas a serem condenadas por algo que escreveram ou disseram",25,"News & Politics","Politics,Society",PT50M1S,3001,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/q4h415Ct_tM/maxresdefault.jpg,,,,,,1785,192,,0,22
240,UCwnCmwoTwvOvn1gez_L2hdw,"Debate Tema",OZ7rbwNj_yM,2025-07-26T21:00:16Z,"2025-07-26 21:00:16","LIBERDADE DE EXPRESSÃO","Defesa da primeira emenda americana. #direito","garantia constitucional,liberdade de expressão,censura no brasil,yotuber monark,caso monark,democracia brasileira,direito brasileiro,direito constitucional,constituição brasileira,constituição do brasil,garantias individuais,direitos políticos,partidos políticos,primeira emenda constituição americana",25,"News & Politics",Society,PT52S,52,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/OZ7rbwNj_yM/maxresdefault.jpg,,,,,,3182,64,,0,0
241,UCauC2OKlRylwETaZJE67Yrg,"Madeleine Lacsko",gXN8Jmf12DI,2026-02-24T20:06:36Z,"2026-02-24 20:06:36","Vitória da liberdade de expressão: Léo Lins inocentado","🚨🚨🚨 Curso de AUTODEFESA VERBAL https://p.eduzz.com/2821061 🔥🔥🔥www.madeleinelacsko.com.br🔥🔥🔥 🔥🔥🔥Quer informações de MENTORIA ou CONSULTORIA de comunicação com a Madá??? Preencha o formulário no link abaixo🔥🔥🔥 https://forms.gle/5rCAi3pQBmbBgT4M7 🔥🔥🔥Comece a falar inglês agora mesmo com a Be Way🔥🔥🔥 https://edzz.la/P3BAZ?a=73099730 Comento aqui diariamente as notícias do dia com a profundidade e a seriedade que você quer e merece. 🫶🫶🫶 pixmadeleine@gmail.com 🫶🫶🫶 apoie nossa luta!!! 💪💪💪Grupo de WhatsApp GUERREIROS DA LIBERDADE💪💪💪https://chat.whatsapp.com/KKMa6xLy6cbH2YzowX0mo1 💯💯💯Newsletter grátis com todos os meus conteúdos https://madeleinelacsko.substack.com/ 🎯🎯🎯Quer apoiar a liberdade de expressão e participar de um grupo de WhatsApp comigo? https://apoia.se/cancelamento 📖📖📖Livro Cancelando o Cancelamento: https://amzn.to/3GAgsle 🎙️ Novo na transmissão ou querendo melhorar? Confira o StreamYard e ganhe $10 de desconto! 😍 https://streamyard.com/pal/d/5265008980656128",,25,"News & Politics",Society,PT10M47S,647,2d,hd,false,pt-PT,en-US,https://i.ytimg.com/vi/gXN8Jmf12DI/maxresdefault.jpg,1,,,,,1751,321,,0,35
242,UCD8vdqENPTgZT2_sMl6tQyg,"Direto No Foco",n-a-PdppDxQ,2025-05-26T20:37:45Z,"2025-05-26 20:37:45","🚨 URGENTE: GRAVÍSSIMO!"" Estamos prestes a perder a liberdade de expressão no Brasil!""","🔴Estamos prestes a perder a liberdade de expressão no Brasil!"" [🚨 URGENTE: Deputado Gustavo Gayer faz alerta GRAVÍSSIMO! ""Estamos prestes a perder a liberdade de expressão no Brasil!"" Segundo Gayer, uma canetada do STF pode jogar o país no nível de Cuba e Coreia do Norte. Redes sociais como Google, Meta, X seriam obrigadas a BANIR quem criticar o governo. O Congresso está de joelhos. Assista antes que tirem do ar! #LiberdadeDeExpressao #GustavoGayer #STF #Censura #Brasil","política brasileira,STF,Bolsonaro 2026,Trump 2024,liberdade de expressão,censura no Brasil,direita conservadora,bastidores de Brasília,Congresso Nacional,plenário Câmara,Deltan Dallagnol,Marcel van Hattem,Gustavo Gayer,Lula governo,oposição Brasil,ministros do STF,Alexandre de Moraes,Magnitsky Act,sanções EUA,canal de direita,canal conservador,notícias Brasil,comentário político,atualidades Brasil",25,"News & Politics","Politics,Society",PT2M16S,136,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/n-a-PdppDxQ/maxresdefault.jpg,,,,,,2445,,,0,18
243,UCT7hpyTEu9DNPE2NjJlLx5A,"Aprenda Investimentos",YTWav4B4EHQ,2026-01-18T16:45:37Z,"2026-01-18 16:45:37","Liberdade de expressão no Brasil do futuro até onde vai o limite",,,24,Entertainment,"Entertainment,Film,Humour,Politics",PT16S,16,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/YTWav4B4EHQ/maxresdefault.jpg,,,,,,4151,118,,0,1
244,UCBxK9oJNC8EnsEYbs9p1eaA,"Trend Snap Ti",Wd_OBf-9kHc,2025-01-31T14:23:13Z,"2025-01-31 14:23:13","Ainda existe liberdade de expressão no Brasil? Carla Zambelli foi cassada por suas declarações.","#cassada #politics #fyp","deputadacassada,carlazambelli",25,"News & Politics","Politics,Society",PT44S,44,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/Wd_OBf-9kHc/maxresdefault.jpg,,,,,,1715,154,,0,7
245,UC-0Iji1E4yOOwgzeh8opnKA,"HFNew Atualidades",v1kHAmC0RLk,2026-04-04T18:01:30Z,"2026-04-04 18:01:30","Fachin afirma que liberdade de expressão no Brasil tem limitações pontuais e defende equilíbrio","Edson Fachin defende que a liberdade de expressão no Brasil é ""robusta"", com ""limitações pontuais"" para proteger a democracia e combater crimes, respondendo a críticas de autoridades dos EUA. 🔍 Ele ressalta que essas restrições visam enfrentar milícias digitais e garantir responsabilidade por conteúdos ilícitos. 🤔 Afirmando que o relatório americano traz interpretações ""distorcidas"", Fachin busca um equilíbrio essencial entre liberdade e responsabilidade. 💬 Quais limitações pontuais você considera necessárias para a proteção da democracia? 🔗 INSCREVA-SE NO CANAL: https://www.youtube.com/channel/UC-0Iji1E4yOOwgzeh8opnKA 🇺🇸 English: Edson Fachin claims that freedom of expression in Brazil has ""specific limitations"" to protect democracy. #curiosidade #politica #STF #liberdadedeexpressao # Brasil",,24,Entertainment,"Politics,Society",PT5S,5,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/v1kHAmC0RLk/maxresdefault.jpg,1,,,,,5510,25,,0,6
246,UCOjUlJ4EpPxuhtT0zEVw25A,"Opera Mundi",errBOeGoz9Y,2025-05-08T23:20:12Z,"2025-05-08 23:20:12","PL sionista do Pazuello: liberdade de expressão em risco - Programa Outubro","🚨 Liberdade de expressão ameaçada? No episódio desta semana do Programa Outubro, discutimos o polêmico Projeto de Lei 472/2005, de autoria do deputado Eduardo Pazuello, que propõe incorporar ao ordenamento jurídico brasileiro a definição de antissemitismo da IHRA (Aliança Internacional para a Memória do Holocausto). 🗓 Quinta-feira, 8 de maio de 2025, às 19h, ao vivo em Opera Mundi. 🎙 Debatedores: • Milton Temer • Vanessa Martina • Ana Prestes 👉 O que está por trás desse PL? 👉 Críticas ao governo de Israel serão consideradas crime? 👉 Ser solidário ao povo palestino pode virar caso de polícia? Com a participação de especialistas e vozes críticas, analisamos os impactos dessa proposta para a liberdade de expressão, o debate político e os direitos humanos no Brasil. 🔎 Entenda por que o projeto vem sendo chamado de “PL sionista” e como ele pode ser usado para censurar posicionamentos legítimos sobre a Palestina e o Oriente Médio. 📌 Inscreva-se no canal e ative o sininho para não perder os próximos episódios! 😎 Inscreva-se para receber tudo sobre o programa OUTUBRO! 👉 (https://www.youtube.com/@omundi?sub_confirmation=1) 🔴 SEJA MEMBRO DO CANAL 🔴 https://www.youtube.com/channel/UCOjUlJ4EpPxuhtT0zEVw25A/join Receba as notícias e análises de Opera Mundi no seu WhatsApp! Siga nosso canal https://omundi.news/zap Siga Opera Mundi no 🦋BlueSky: https://bsky.app/profile/operamundi.bsky.social Quer contribuir com Opera Mundi via PIX? Nossa chave é apoie@operamundi.com.br (Razão Social: Última Instância Editorial Ltda.). Desde já agradecemos! 👉 Assine Opera Mundi: http://www.operamundi.com.br/apoio 🤔 AFINAL, O QUE É A OPERA MUNDI? Opera Mundi é um canal de notícias, reportagens especiais e análises críticas sobre os principais acontecimentos do mundo. Fundado em 2008, Opera Mundi informa sobre o mundo a partir de uma perspectiva brasileira e sul-americana. É o canal dos programas de entrevistas ""20 Minutos"" e os programas de debate Outubro e Rodamundo. Também traz entrevistas e reportagens especiais realizadas pela equipe do site www.operamundi.com.br #PL472 #Pazuello #LiberdadeDeExpressão #IHRA #Censura #Sionismo #Palestina #Israel #ProgramaOutubro #Antissemitismo #DireitosHumanos #OperaMundi","PL472,Pazuello,censura,sionismo,antissemitismo,IHRA,Israel,Palestina,liberdade de expressão,direitos humanos,crítica a Israel,solidariedade ao povo palestino,Opera Mundi,Vanessa Martina,Milton Temer,Ana Prestes,Projeto de Lei,Congresso Nacional,racismo,Oriente Médio,política brasileira,Programa Outubro",25,"News & Politics","Politics,Society",PT1H4M48S,288,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/errBOeGoz9Y/maxresdefault.jpg,1,,,,,1712,308,,0,18
247,UCL2jy-jsP1V1AKV9T7-gerw,"CHAD DE DIREITA",aKNKtofbpis,2026-04-03T01:00:01Z,"2026-04-03 01:00:01","EUA CRITICAM DECISÕES NO BRASIL E APONTAM RISCO À LIBERDADE DE EXPRESSÃO","O Departamento de Estado dos EUA afirmou ter “sérias preocupações” com decisões judiciais no Brasil que, segundo o órgão, podem restringir a liberdade de expressão online e atingir críticos sem o devido processo legal. A manifestação veio da pasta equivalente ao Itamaraty, atualmente comandada por Marco Rubio. #Politica #EUA #Brasil #LiberdadeDeExpressao #RelacoesInternacionais #MarcoRubio #AlexandreDeMoraes #STF #Noticias #Atualidades #Mundo","shorts,política,notícias política",22,"People & Blogs","Politics,Society",PT6S,6,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/aKNKtofbpis/maxresdefault.jpg,1,,,,,6297,47,,0,1
248,UCj9nxkU48m0nX-9PfRCwZzw,"Frederico Tales",RATQWnXudJQ,2023-07-09T00:14:08Z,"2023-07-09 00:14:08","Até onde vai a Liberdade de Expressão?",,,24,Entertainment,Lifestyle_(sociology),PT58S,58,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/RATQWnXudJQ/maxresdefault.jpg,,,Brasília,-15.7975154,-47.8918874,1640,58,,0,4
249,UClABkZbxDA0LDPVGMmwcYdw,"IMPACTO POLÍTICO",6htoPKo9sds,2025-10-05T23:45:00Z,"2025-10-05 23:45:00","ALEXANDRE FROTA TEM MANDATO CASSADO EM COTIA: “LIBERDADE DE EXPRESSÃO, MAS SEM EXAGERO","O ator e vereador Alexandre Frota teve o mandato cassado pela Câmara de Cotia (SP) após condenação definitiva por calúnia e difamação contra o ex-deputado Jean Wyllys. A sentença prevê 2 anos e 26 dias de detenção em regime aberto e multa. Frota reagiu nas redes dizendo que encara a cassação como “uma guerra”. 💬 Liberdade de expressão é um direito — mas tem limite. #AlexandreFrota #Política #Notícias #Brasil #LiberdadeDeExpressão #Cotia #BreakingNews",,22,"People & Blogs","Politics,Society",PT43S,43,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/6htoPKo9sds/maxresdefault.jpg,,,,,,2462,91,,0,6
250,UCquidytj3eX_KzVf8CKT88w,"Papo Íntimo por Sandra Chayo",54aXViJeQss,2025-12-07T13:00:08Z,"2025-12-07 13:00:08","O limite entre a liberdade de expressão e o crime - com Daniel Bialski","No episódio 63 do Papo Íntimo, Sandra Chayo recebe Daniel Bialski, um dos mais respeitados advogados criminalistas do Brasil e uma liderança ativa dentro e fora da comunidade judaica. Nascido em São Paulo, Daniel é mestre em Processo Penal pela PUC-SP e atua há mais de 30 anos nos principais tribunais do país, incluindo o STF e o STJ. É sócio do Bialski Advogados Associados, escritório fundado por seu pai, Dr. Hélio Bialski, com quem dividiu valores profundos como ética, humanidade e amor pela justiça. Sua trajetória vai muito além do Direito. Daniel é uma figura de referência na comunidade judaica brasileira: foi presidente da Sinagoga Beth-El, da Hebraica-SP, vice-presidente da CONIB e conselheiro de instituições como Unibes, CIAM, Hospital Albert Einstein e Museu Judaico de São Paulo. Após os ataques de 7 de outubro de 2023, Daniel liderou missões a Israel com representantes dos Três Poderes e da imprensa brasileira, fortalecendo ações contra o antissemitismo, o terrorismo e o racismo. Seu compromisso social e comunitário se estende ainda à construção de pontes entre diferentes correntes judaicas e à defesa do diálogo como ferramenta de transformação. Pai de três filhos, Daniel tem na família sua maior fonte de amor, propósito e presença. A perda do pai reforçou sua missão de honrar o legado de Dr. Hélio com dignidade, sensibilidade e força. Ouça o episódio completo e se inspire com a trajetória e a humanidade de Daniel Bialski. Siga @papointimo.podcast no Instagram para novidades. Apresentação: Sandra Chayo Convidado: Daniel Bialski Roteiro: Kamila Garcia Supervisão: Fernanda Nagliati O Papo Íntimo é produzido pela Trinta Dezessete.",,22,"People & Blogs","Politics,Society",PT1H20M8S,1208,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/54aXViJeQss/maxresdefault.jpg,,,,,,1624,84,,0,10
251,UC9Bl7nU_v41VJG7-9Cwo8SA,"Mindvaldr | Cortes que Convertem",bPBKHj_YI28,2025-10-28T13:45:12Z,"2025-10-28 13:45:12","Monark Destrói 30 Haters em Debate Explosivo Sobre Liberdade de Expressão no Redcast","Monark encara 30 haters em um dos debates mais intensos e explosivos do Redcast. Com argumentos afiados e sem medo da controvérsia, ele defende a liberdade de expressão e questiona os limites da censura no Brasil. Entre ataques, provocações e respostas diretas, Monark mostra por que continua sendo uma das vozes mais autênticas da internet. Este episódio é um choque de ideias sobre cancelamento, mídia, política e o direito de pensar diferente. Assista até o fim e tire suas próprias conclusões — o debate está só começando. 🎙️ Tema central: liberdade de expressão, cancelamento, opinião livre, debate público, internet e verdade sem filtro. 📺 Podcast: Redcast","Monark,Redcast,debate explosivo,liberdade de expressão,cancelamento,censura,haters,Monark debate,Monark podcast,Monark Redcast,Monark vs haters,Monark liberdade de expressão,liberdade de fala,opinião livre,internet livre,Redcast debate,debate intenso,Monark cancelamento,Monark censura,podcast Brasil,debate polêmico,polêmica Monark,Monark expõe verdade,Redcast Monark,Monark ao vivo,liberdade no Brasil,liberdade de opinião,Monark 2025,monark",27,Education,Society,PT2M30S,150,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/bPBKHj_YI28/maxresdefault.jpg,,,,,,2889,81,,0,2
252,UCIu9XDzeb0Li9JqCzNcvxCg,"Vigga Cortes",earbw2nQwvE,2025-02-23T10:44:27Z,"2025-02-23 10:44:27","Discurso de Ódio ou Liberdade de Expressão? Entenda!","A discussão sobre liberdade de expressão e discurso de ódio no Brasil está esquentando! Um recente discurso controverso destaca a luta contra uma decisão judicial considerada ilegal, levantando questionamentos importantes sobre regulamentação das redes sociais. Quando criticar um comando judicial se torna uma forma de ódio, fica claro que estamos entrando em um terreno perigoso. O que realmente se esconde por trás dessa tentativa de censura? E onde, afinal, se encontra o conceito de discurso de ódio na legislação brasileira? Profundas reflexões são necessárias sobre o futuro da liberdade de expressão em um país onde os críticos podem ser silenciados. 🔍 Vamos discutir as implicações dessa batalha e o que ela significa para todos nós! #LiberdadeDeExpressão #DiscursoDeÓdio #Justiça #Brasil #Censura #Regulamentação #DireitosHumanos #Política #Moraes #Rumble #Trump #VerdadesConvenientes #JustiçaBrasileira",,25,"News & Politics",Society,PT51S,51,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/earbw2nQwvE/maxresdefault.jpg,,,,,,1568,378,,0,5
253,UCzdSGmzNIQ3FVoxV9F7ovhg,"LM Sociedade de Advogados",ANxiFz6ryXk,2022-07-05T22:23:50Z,"2022-07-05 22:23:50","Liberdade religiosa, liberdade de expressão, e os discursos de ódio","Um dos temas mais importantes que nós temos em nosso sistema é o denominada liberdade de expressão. A juíza da 8ª Vara Federal Criminal do Rio de Janeiro, prolatou nessa semana, uma sentença inovadora, condenando um pastor evangélico a 18 anos de prisão, por ele ter defendido o extermínio dos judeus. A sentença faz uma análise da liberdade religiosa, da liberdade de expressão, e deixa claro, que nem a liberdade religiosa, nem a liberdade de expressão, protegem o discurso de ódio. Uma pena radical, compatível com a sociedade que estamos vivendo. Esse tipo de conduta, pregando o extermínio de pessoas, o extermínio de determinados grupos, não pode ficar impune. O pastor evangélico encontra-se preso, desde fevereiro, cumprindo a pena. O direito, a liberdade de expressão, e a liberdade religiosa, não protegem discurso de ódio. Luiz Manoel Gomes Junior Sociedade de Advogados OAB 123351/SP 📍Escritório - Barretos Rua 16, 311- Centro 📱Telefone: (17) 3322-8777","juiz natural,advocacia,advogado,ministro,stf,justiça,liberdade de expressão,liberdade religiosa,discurso de ódio,judeu",22,"People & Blogs","Religion,Society",PT2M23S,143,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/ANxiFz6ryXk/maxresdefault.jpg,,,,,,1469,18,,0,0
254,UC0jjNFsZzZIo9lWLrn9tlZw,"News e política",nsgYZAaI2qc,2023-06-28T15:56:11Z,"2023-06-28 15:56:11","Advogado de Jair Bolsonaro da sua opinião sobre liberdade de expressão #jairbolsonaro #politica",,"#PolíticaBrasileira,#PresidenteBolsonaro,#Eleições,#BrasilEmTransformação,#DesafiosNacionais,#SociedadeBrasileira,#OpiniãoPública,#EconomiaBrasileira,#Democracia,#BrasilSustentável",22,"People & Blogs","Politics,Society",PT22S,22,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/nsgYZAaI2qc/maxresdefault.jpg,,,,,,1456,,,0,3
